0.18	0	10.77	63.19
2975.01	423.84	10.39	72.83
4785.83	311.28	10.77	50.87
5916.23	192.17	11	38.29
6724.45	130.14	11.08	29.45
7247.43	108.91	11.16	24.63
7624.44	59	11.16	19.81
7932.91	50.22	11.23	16.87
8145.85	35.6	11.23	14.73
8300.07	26.27	11.23	13.12
8413.67	17.17	11.23	12.05
8502.8	13.61	11.31	11.51
8569.9	10.33	11.31	10.98
8618.52	7.53	11.31	10.44
8655.51	5.75	11.31	10.17
8678.55	5.74	11.31	9.91
8695.97	2.72	11.31	9.91
8713.33	2.72	11.31	9.37
8726	1.99	11.31	9.64
8738.39	1.94	11.31	9.37
8748.59	1.6	11.31	9.1
8756.57	1.26	11.31	9.1
8764.24	1.21	11.31	9.1
8770.01	0.91	11.31	9.1
8775.14	0.81	11.31	9.1
8778.35	0.51	11.31	8.84
8780.92	0.4	11.31	8.84
8781.24	0.05	11.31	8.84
8783.17	0.3	11.31	8.84
8784.45	0.2	11.31	8.84
8785.74	0.2	11.31	8.84
8787.35	0.25	11.31	8.84
8788.63	0.2	11.23	8.84
8789.6	0.15	11.31	8.84
8791.21	0.25	11.31	8.84
8791.85	0.1	11.31	8.84
8791.53	-0.05	11.23	8.84
8792.18	0.1	11.31	9.1
8795.08	0.46	11.31	8.84
8796.04	0.15	11.31	9.1
8798.62	0.41	11.31	8.84
8799.27	0.1	11.31	8.57
8800.23	0.15	11.31	8.84
8802.17	0.31	11.31	8.84
8802.82	0.14	11.31	8.84
8802.82	0	11.31	8.84
8802.82	0	11.23	8.84
8803.46	0.1	11.31	8.84
8803.46	0	11.31	8.84
8803.14	-0.05	11.31	8.84
8802.82	-0.05	11.31	8.57
8803.46	0.1	11.31	8.57
8803.46	0	11.31	8.57
8804.11	0.1	11.31	8.84
8804.75	0.1	11.31	8.84
8806.37	0.26	11.31	8.84
8807.02	0.1	11.31	8.84
8808.63	0.26	11.31	8.84
8809.6	0.15	11.31	8.57
8809.6	0	11.31	8.84
8809.6	0	11.31	8.84
8809.93	0.05	11.23	8.57
8810.9	0.15	11.31	8.84
8810.25	-0.1	11.31	8.84
8810.25	0	11.31	8.84
8809.28	-0.15	11.31	8.84
