3071.25	451.72	10	107.1
5466.47	376.23	10.39	83.01
7162.18	290.81	10.54	65.07
8329.37	199.54	10.92	46.32
9119.93	129.48	11.08	31.86
9692.36	88.57	11.23	21.42
10030.46	54.14	11.31	15.8
10226.88	32.07	11.31	13.12
10349.59	20.27	11.31	11.25
10429.54	13.31	11.31	9.91
10479.33	8.33	11.39	9.1
10514.02	5.82	11.31	8.57
10539.05	4.21	11.39	8.3
10555.53	2.78	11.31	8.03
10567.93	2.09	11.39	8.03
10578.28	1.75	11.31	8.03
10583.67	0.91	11.31	7.77
10589.48	0.98	11.39	7.77
10592.8	0.56	11.39	7.77
10596.96	0.7	11.39	7.77
10598.63	0.28	11.31	7.5
10601.54	0.49	11.31	7.5
10604.04	0.42	11.31	7.77
10604.87	0.14	11.39	7.5
10606.54	0.28	11.39	7.5
10608.62	0.35	11.39	7.5
10609.87	0.21	11.39	7.5
10611.96	0.35	11.39	7.23
10611.96	0	11.39	7.77
10614.88	0.49	11.39	7.5
10614.46	-0.07	11.39	7.23
10616.13	0.28	11.39	7.77
10617.38	0.21	11.39	7.5
10618.63	0.21	11.39	7.5
10619.89	0.21	11.39	7.5
10621.56	0.28	11.39	7.5
10621.14	-0.07	11.39	7.5
10620.72	-0.07	11.39	7.5
10622.39	0.28	11.39	7.5
10621.14	-0.21	11.31	7.23
10621.98	0.14	11.39	7.5
10622.39	0.07	11.39	7.5
10621.98	-0.07	11.31	7.5
10623.23	0.21	11.39	7.5
10624.07	0.14	11.39	7.5
10624.07	0	11.39	7.23
10624.07	0	11.31	7.5
10625.74	0.28	11.39	7.5
10626.57	0.14	11.31	7.23
10627.41	0.14	11.39	7.5
10629.08	0.28	11.39	7.23
10629.5	0.07	11.39	7.5
10630.34	0.14	11.39	7.5
10630.76	0.07	11.39	7.23
10632.43	0.28	11.39	7.5
10632.43	0	11.39	7.23
10632.01	-0.07	11.39	7.23
10631.59	-0.07	11.39	7.23
10631.18	-0.07	11.39	7.23
10630.76	-0.07	11.31	6.96
10630.76	0	11.39	7.5
10630.76	0	11.39	7.5
10631.59	0.14	11.31	7.23
10632.01	0.07	11.39	7.5
10630.76	-0.21	11.39	7.23
10631.59	0.14	11.39	7.5
10631.59	0	11.31	7.23
10631.59	0	11.39	7.23
10633.27	0.28	11.31	7.23
