3073.25	452.29	9.92	107.64
5484.26	379.94	10.46	83.27
7301.3	272.29	10.54	63.73
8584.3	197.79	10.92	41.5
9381.6	134.33	11.16	27.85
9840.01	72.01	11.23	19.55
10121.08	45.41	11.23	15.26
10285.32	26.97	11.31	12.32
10387.41	16.93	11.31	10.98
10449.72	10.39	11.39	9.91
10492.36	7.14	11.31	9.37
10523.85	5.29	11.39	9.1
10543.99	3.39	11.39	8.57
10560.9	2.85	11.39	8.3
10570.83	1.67	11.39	8.3
10578.69	1.33	11.39	8.3
10584.08	0.91	11.39	8.03
10589.9	0.98	11.39	8.03
10592.8	0.49	11.39	8.03
10595.71	0.49	11.39	7.77
10596.55	0.14	11.39	8.03
10597.79	0.21	11.39	7.77
10598.63	0.14	11.39	8.03
10599.04	0.07	11.39	8.03
10599.46	0.07	11.39	7.77
10600.71	0.21	11.39	8.03
10601.12	0.07	11.39	8.03
10601.96	0.14	11.39	7.77
10602.79	0.14	11.39	8.03
10601.96	-0.14	11.39	8.03
10602.79	0.14	11.39	8.03
10604.87	0.35	11.39	8.03
10606.54	0.28	11.39	8.03
10606.95	0.07	11.39	7.77
10608.2	0.21	11.39	7.77
10609.04	0.14	11.39	7.77
10609.04	0	11.39	7.77
10610.29	0.21	11.39	7.77
10611.12	0.14	11.39	7.77
10610.71	-0.07	11.39	7.77
10609.87	-0.14	11.39	8.03
10609.04	-0.14	11.31	7.77
10609.87	0.14	11.39	7.77
10609.04	-0.14	11.39	7.77
10609.04	0	11.39	7.77
10609.45	0.07	11.39	7.77
10609.45	0	11.39	7.77
10609.45	0	11.39	7.77
10609.45	0	11.39	8.03
10610.71	0.21	11.39	7.5
10611.12	0.07	11.39	7.77
10612.79	0.28	11.39	8.03
10614.21	0.43	11.39	7.77
10613.63	-0.1	11.39	7.77
10615.71	0.35	11.39	7.77
