0.51	4.521
1		4.931
1.5		5.373
2		5.775
2.51	6.211
2.99	6.610
3.52	7.048
4.01	7.442
4.52	7.876
5		8.245
5.47	8.602
6.01	8.545
6.51	8.543
7.01	8.546
7.49	8.537
7.98	8.530
8.48	8.682
9.03	8.982
9.5		9.265
10.04	9.535
10.47	9.773
10.98	10.133
11.47	10.210
11.99	10.389
12.53	10.494
12.99	10.955
13.5	11.085
13.99	11.363
14.53	11.622
14.99	11.999
