% Starttime: 1/24/2019   6:31:30 PM
%time|P01|P1|P02|Patm|T01
0.000	1.184693E-1	0.000000E+0	-5.339682E-3	1.448324E+1	6.545102E+1
0.019	-6.356891E-2	0.000000E+0	0.000000E+0	1.448324E+1	6.544952E+1
0.039	-5.576727E-1	5.269617E-3	0.000000E+0	1.448324E+1	6.544821E+1
0.060	-4.680983E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.544873E+1
0.080	-1.993752E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.544876E+1
0.099	-1.762592E-1	5.269617E-3	0.000000E+0	1.448324E+1	6.544510E+1
0.119	-2.109332E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.544424E+1
0.139	-6.934790E-1	1.053855E-2	0.000000E+0	1.448324E+1	6.544290E+1
0.159	-5.721202E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.544470E+1
0.179	-3.178445E-2	5.269617E-3	0.000000E+0	1.448324E+1	6.544601E+1
0.199	-1.358063E-1	1.053920E-2	5.341411E-3	1.448324E+1	6.544247E+1
0.219	-2.860601E-1	2.634802E-2	5.341411E-3	1.448324E+1	6.544101E+1
0.239	-4.536508E-1	5.796564E-2	5.341411E-3	1.448324E+1	6.544077E+1
0.259	-1.820382E-1	9.485289E-2	2.670699E-2	1.448324E+1	6.544168E+1
0.279	2.513861E-1	1.212009E-1	4.273117E-2	1.448324E+1	6.544312E+1
0.299	1.935962E-1	1.106617E-1	5.875537E-2	1.448324E+1	6.544040E+1
0.319	-5.490042E-2	7.904351E-2	7.477954E-2	1.448324E+1	6.543973E+1
0.339	-2.773916E-1	3.161699E-2	9.080374E-2	1.448324E+1	6.543948E+1
0.359	-1.733698E-1	0.000000E+0	1.014865E-1	1.448324E+1	6.544217E+1
0.379	1.618118E-1	-1.053634E-2	1.014865E-1	1.448324E+1	6.544278E+1
0.399	2.600546E-1	-1.580447E-2	1.068279E-1	1.448324E+1	6.544034E+1
0.419	2.022647E-2	-1.580447E-2	1.335349E-1	1.448324E+1	6.544043E+1
0.439	6.645840E-2	-1.580447E-2	1.655833E-1	1.448324E+1	6.544104E+1
0.459	4.392034E-1	-2.107257E-2	1.922903E-1	1.448324E+1	6.544275E+1
0.479	2.282702E-1	-9.482610E-2	2.457043E-1	1.448324E+1	6.544446E+1
0.499	9.333072E-1	-1.422391E-1	2.830940E-1	1.448324E+1	6.544308E+1
0.519	1.054666E+0	-1.791158E-1	3.204838E-1	1.448324E+1	6.544412E+1
0.539	1.051776E+0	-2.528694E-1	3.738978E-1	1.448324E+1	6.544424E+1
0.559	1.560328E+0	-3.424273E-1	4.273118E-1	1.448324E+1	6.544696E+1
0.580	2.398282E+0	-3.476954E-1	4.647016E-1	1.448324E+1	6.544760E+1
0.599	2.851932E+0	-2.897462E-1	4.967500E-1	1.448324E+1	6.544556E+1
0.619	3.149550E+0	-3.213548E-1	5.394812E-1	1.448324E+1	6.544653E+1
0.639	3.432721E+0	-4.109127E-1	5.501639E-1	1.448324E+1	6.544565E+1
0.659	4.108863E+0	-3.845721E-1	5.768709E-1	1.448324E+1	6.544882E+1
0.679	5.125966E+0	-3.424273E-1	5.875537E-1	1.448324E+1	6.545004E+1
0.699	5.975477E+0	-3.108186E-1	5.982365E-1	1.448324E+1	6.544864E+1
0.719	6.564935E+0	-3.740359E-1	5.875537E-1	1.448324E+1	6.544916E+1
0.739	6.923232E+0	-5.478836E-1	6.142607E-1	1.448324E+1	6.544946E+1
0.759	7.787191E+0	-6.216370E-1	6.623333E-1	1.448324E+1	6.545169E+1
0.779	8.937211E+0	-7.269992E-1	7.050645E-1	1.448324E+1	6.545230E+1
0.799	9.830065E+0	-8.797744E-1	7.424542E-1	1.448324E+1	6.545001E+1
0.819	1.049754E+1	-9.587961E-1	7.798440E-1	1.448324E+1	6.545016E+1
0.839	1.081538E+1	-1.064158E+0	7.958682E-1	1.448324E+1	6.544873E+1
0.859	1.177181E+1	-1.043086E+0	8.706478E-1	1.448324E+1	6.545172E+1
0.880	1.301718E+1	-1.248542E+0	8.759892E-1	1.448324E+1	6.545239E+1
0.899	1.389848E+1	-1.496143E+0	9.240618E-1	1.448324E+1	6.544989E+1
0.919	1.446771E+1	-1.633114E+0	9.667929E-1	1.448324E+1	6.545181E+1
0.939	1.496759E+1	-1.727940E+0	1.009524E+0	1.448324E+1	6.544965E+1
0.959	1.589223E+1	-1.922860E+0	1.121693E+0	1.448324E+1	6.545111E+1
0.979	1.707692E+1	-2.049295E+0	1.228521E+0	1.448324E+1	6.545154E+1
0.999	1.799578E+1	-2.196802E+0	1.335349E+0	1.448324E+1	6.544910E+1
1.019	1.859680E+1	-2.296896E+0	1.436836E+0	1.448324E+1	6.545029E+1
