% Starttime: 1/24/2019   5:58:00 PM
%time|P01|P1|P02|Patm|T01
0.000	2.513861E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.906320E+1
0.020	5.229987E-1	5.269349E-3	5.339742E-3	1.448324E+1	6.906195E+1
0.040	5.143303E-1	5.269349E-3	0.000000E+0	1.448324E+1	6.905994E+1
0.060	2.224912E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.905841E+1
0.080	-1.300273E-1	5.269349E-3	5.339742E-3	1.448324E+1	6.905594E+1
0.100	1.011324E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.905594E+1
0.120	3.843029E-1	0.000000E+0	5.339742E-3	1.448324E+1	6.905420E+1
0.140	4.218664E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.905087E+1
0.160	3.120656E-1	0.000000E+0	0.000000E+0	1.448324E+1	6.904642E+1
0.180	-2.600546E-2	0.000000E+0	0.000000E+0	1.448324E+1	6.904315E+1
0.200	3.178445E-2	1.053870E-2	0.000000E+0	1.448324E+1	6.904037E+1
0.220	3.496290E-1	2.634674E-2	5.339742E-3	1.448324E+1	6.903723E+1
0.240	5.750097E-1	6.850153E-2	1.601917E-2	1.448324E+1	6.903125E+1
0.259	4.594298E-1	1.159257E-1	3.203833E-2	1.448324E+1	6.902658E+1
0.280	5.490042E-2	1.422724E-1	4.805744E-2	1.448324E+1	6.901968E+1
0.299	3.265130E-1	1.317337E-1	7.475603E-2	1.448324E+1	6.901724E+1
0.320	6.443576E-1	8.957896E-2	9.611487E-2	1.448324E+1	6.901144E+1
0.340	6.848105E-1	3.688544E-2	1.067943E-1	1.448324E+1	6.900275E+1
0.359	2.889496E-1	0.000000E+0	1.067943E-1	1.448324E+1	6.899805E+1
0.380	-7.512689E-2	-1.580048E-2	1.014546E-1	1.448324E+1	6.899030E+1
0.400	6.356891E-2	-1.580048E-2	1.067943E-1	1.448324E+1	6.898532E+1
0.419	5.229987E-1	1.580805E-2	1.228135E-1	1.448324E+1	6.897971E+1
0.440	7.223740E-2	4.215479E-2	1.495120E-1	1.448324E+1	6.897150E+1
0.459	5.201093E-1	4.742414E-2	1.762106E-1	1.448324E+1	6.896518E+1
0.480	3.351815E-1	1.053870E-2	2.135886E-1	1.448324E+1	6.895813E+1
0.500	5.258882E-1	-5.793238E-2	2.616460E-1	1.448324E+1	6.895526E+1
0.520	9.246387E-1	-1.369298E-1	3.097035E-1	1.448324E+1	6.894907E+1
0.540	1.074892E+0	-2.159271E-1	3.470815E-1	1.448324E+1	6.894272E+1
0.559	9.188597E-1	-2.738584E-1	3.844594E-1	1.448324E+1	6.893677E+1
0.580	4.969933E-1	-3.001909E-1	4.325169E-1	1.448324E+1	6.893079E+1
0.600	7.339319E-1	-3.054574E-1	4.805743E-1	1.448324E+1	6.893024E+1
0.620	1.285826E+0	-3.265234E-1	5.286317E-1	1.448324E+1	6.892599E+1
