0.000000	2.501519
0.000100	2.545831
0.000200	2.369219
0.000300	2.382927
0.000400	2.466451
0.000500	2.466770
0.000600	2.471871
0.000700	2.429790
0.000800	2.483029
0.000900	2.472508
0.001000	2.346585
0.001100	2.464220
0.001200	2.461669
0.001300	2.477928
0.001400	2.479203
0.001500	2.452106
0.001600	2.431065
0.001700	2.442223
0.001800	2.430746
0.001900	2.428515
0.002000	2.409068
0.002100	2.404287
0.002200	2.454656
0.002300	2.481116
0.002400	2.497056
0.002500	2.443179
0.002600	2.387390
0.002700	2.415763
0.002800	2.384203
0.002900	2.451468
0.003000	2.470914
0.003100	2.465814
0.003200	2.433616
0.003300	2.442542
0.003400	2.456250
0.003500	2.400142
0.003600	2.401736
0.003700	2.411938
0.003800	2.440948
0.003900	2.432659
0.004000	2.470277
0.004100	2.468683
0.004200	2.509807
0.004300	2.527341
0.004400	2.539136
0.004500	2.531485
0.004600	2.510764
0.004700	2.504707
0.004800	2.396954
0.004900	2.361568
0.005000	2.407793
0.005100	2.454337
0.005200	2.494186
0.005300	2.510445
0.005400	2.494186
0.005500	2.515227
0.005600	2.484304
0.005700	2.496099
0.005800	2.458800
0.005900	2.424052
0.006000	2.458163
0.006100	2.507576
0.006200	2.523516
0.006300	2.551251
0.006400	2.476653
0.006500	2.498968
0.006600	2.429790
0.006700	2.449874
0.006800	2.450830
0.006900	2.399186
0.007000	2.368900
0.007100	2.392491
0.007200	2.443498
0.007300	2.480160
0.007400	2.440310
0.007500	2.463582
0.007600	2.447324
0.007700	2.392491
0.007800	2.439673
0.007900	2.531485
0.008000	2.514908
0.008100	2.535311
0.008200	2.542962
0.008300	2.534673
0.008400	2.531804
0.008500	2.509170
0.008600	2.501200
0.008700	2.487173
0.008800	2.522559
0.008900	2.520009
0.009000	2.535630
0.009100	2.502156
0.009200	2.499925
0.009300	2.492274
0.009400	2.493230
0.009500	2.492592
0.009600	2.490999
0.009700	2.490361
0.009800	2.488448
0.009900	2.538499
0.010000	2.514589
0.010100	2.521284
0.010200	2.518734
0.010300	2.475696
0.010400	2.421183
0.010500	2.419907
0.010600	2.407156
0.010700	2.496099
0.010800	2.522240
0.010900	2.453700
0.011000	2.495462
0.011100	2.466770
0.011200	2.479522
0.011300	2.472827
0.011400	2.499925
0.011500	2.443498
0.011600	2.513633
0.011700	2.498650
0.011800	2.495143
0.011900	2.498012
0.012000	2.506619
0.012100	2.510126
0.012200	2.524153
0.012300	2.557626
0.012400	2.525109
0.012500	2.475378
0.012600	2.458482
0.012700	2.457206
0.012800	2.456569
0.012900	2.452424
0.013000	2.446049
0.013100	2.441585
0.013200	2.427240
0.013300	2.452743
0.013400	2.458482
0.013500	2.418632
0.013600	2.327776
0.013700	2.357424
0.013800	2.413850
0.013900	2.438398
0.014000	2.444455
0.014100	2.431703
0.014200	2.432340
0.014300	2.487811
0.014400	2.521922
0.014500	2.485260
0.014600	2.502475
0.014700	2.460394
0.014800	2.402693
0.014900	2.337659
0.015000	2.267524
0.015100	2.348179
0.015200	2.342441
0.015300	2.321400
0.015400	2.386115
0.015500	2.388347
0.015600	2.417676
0.015700	2.430428
0.015800	2.457206
0.015900	2.548063
0.016000	2.516502
0.016100	2.551251
0.016200	2.511083
0.016300	2.550294
0.016400	2.564002
0.016500	2.576435
0.016600	2.593331
0.016700	2.602576
0.016800	2.614053
0.016900	2.612140
0.017000	2.584724
0.017100	2.583449
0.017200	2.585680
0.017300	2.600345
0.017400	2.619791
