0.000000	2.223212
0.000100	2.289840
0.000200	2.280913
0.000300	2.272943
0.000400	2.236601
0.000500	2.218111
0.000600	2.248077
0.000700	2.272943
0.000800	2.260829
0.000900	2.273900
0.001000	2.274219
0.001100	2.271349
0.001200	2.254772
0.001300	2.230225
0.001400	2.219705
0.001500	2.205040
0.001600	2.185594
0.001700	2.142557
0.001800	2.067640
0.001900	2.095375
0.002000	2.115140
0.002100	2.104620
0.002200	2.130761
0.002300	2.070828
0.002400	2.106852
0.002500	2.097607
0.002600	2.045962
0.002700	2.070509
0.002800	2.032892
0.002900	1.989536
0.003000	1.991448
0.003100	2.017589
0.003200	2.033210
0.003300	2.072741
0.003400	2.076566
0.003500	2.078160
0.003600	2.106533
0.003700	2.128849
0.003800	2.118966
0.003900	2.111634
0.004000	2.136181
0.004100	2.148933
0.004200	2.152120
0.004300	2.143832
0.004400	2.156584
0.004500	2.119922
0.004600	2.064452
0.004700	2.035761
0.004800	2.009620
0.004900	2.003562
0.005000	1.969133
0.005100	1.985710
0.005200	2.028110
0.005300	2.051700
0.005400	2.095056
0.005500	2.109402
0.005600	2.098563
0.005700	2.094738
0.005800	2.088999
0.005900	2.047875
0.006000	2.015677
0.006100	2.040861
0.006200	2.061264
0.006300	2.043731
0.006400	2.013445
0.006500	1.985072
0.006600	1.959250
0.006700	1.930240
0.006800	1.892941
0.006900	1.848310
0.007000	1.820256
0.007100	1.848629
0.007200	1.871263
0.007300	1.841934
0.007400	1.838427
0.007500	1.896767
0.007600	1.944904
0.007700	1.945223
0.007800	1.940760
0.007900	1.944904
0.008000	1.951280
0.008100	1.971364
0.008200	2.012808
0.008300	2.041818
0.008400	2.068915
0.008500	2.052338
0.008600	2.035761
0.008700	2.029385
0.008800	2.032254
0.008900	2.036398
0.009000	2.033210
0.009100	2.036398
0.009200	2.046281
0.009300	2.054570
0.009400	2.071466
0.009500	2.072741
0.009600	2.087724
0.009700	2.103983
0.009800	2.097288
0.009900	2.082623
0.010000	2.115140
0.010100	2.099838
0.010200	2.096650
0.010300	2.107171
0.010400	2.117053
0.010500	2.138412
0.010600	2.153714
0.010700	2.154033
0.010800	2.164872
0.010900	2.174755
0.011000	2.153396
0.011100	2.170611
0.011200	2.189101
0.011300	2.185913
0.011400	2.184637
0.011500	2.181768
0.011600	2.180493
0.011700	2.190695
0.011800	2.195158
0.011900	2.197070
0.012000	2.198983
0.012100	2.194839
0.012200	2.196114
0.012300	2.219067
0.012400	2.221618
0.012500	2.222255
0.012600	2.224806
0.012700	2.223530
0.012800	2.224806
0.012900	2.230544
0.013000	2.232457
0.013100	2.239151
0.013200	2.239470
0.013300	2.240108
0.013400	2.238832
0.013500	2.243614
0.013600	2.244571
0.013700	2.250628
0.013800	2.257641
0.013900	2.258279
0.014000	2.252541
0.014100	2.255091
0.014200	2.276131
0.014300	2.256047
0.014400	2.252859
0.014500	2.251584
0.014600	2.248077
0.014700	2.248715
0.014800	2.248715
0.014900	2.257004
0.015000	2.248396
0.015100	2.207591
0.015200	2.200258
0.015300	2.219067
0.015400	2.178580
0.015500	2.176986
0.015600	2.207909
0.015700	2.279638
0.015800	2.274537
0.015900	2.277407
0.016000	2.281870
0.016100	2.286333
0.016200	2.282188
0.016300	2.277725
0.016400	2.275813
0.016500	2.274219
0.016600	2.273262
0.016700	2.274537
0.016800	2.270712
0.016900	2.269755
0.017000	2.272625
0.017100	2.274537
0.017200	2.274537
0.017300	2.275813
0.017400	2.274856
0.017500	2.277088
0.017600	2.278682
0.017700	2.280276
0.017800	2.285695
0.017900	2.286652
0.018000	2.285376
0.018100	2.289521
0.018200	2.290158
0.018300	2.292071
0.018400	2.296853
0.018500	2.299403
0.018600	2.307054
0.018700	2.318212
0.018800	2.326820
0.018900	2.327776
0.019000	2.324269
0.019100	2.325226
0.019200	2.328732
0.019300	2.358061
0.019400	2.351367
0.019500	2.348179
0.019600	2.362525
0.019700	2.317256
0.019800	2.314705
0.019900	2.319487
0.020000	2.322994
0.020100	2.338296
0.020200	2.329051
0.020300	2.315024
0.020400	2.307692
0.020500	2.295897
0.020600	2.311517
0.020700	2.301954
0.020800	2.306736
0.020900	2.336383
0.021000	2.322356
0.021100	2.343716
0.021200	2.367944
0.021300	2.360293
0.021400	2.363481
0.021500	2.360612
0.021600	2.359337
0.021700	2.361887
0.021800	2.360293
0.021900	2.357424
0.022000	2.354236
0.022100	2.355192
0.022200	2.353280
0.022300	2.352004
0.022400	2.355830
0.022500	2.355192
0.022600	2.351048
0.022700	2.351686
0.022800	2.351686
0.022900	2.356467
0.023000	2.359337
0.023100	2.360931
0.023200	2.362206
0.023300	2.366031
0.023400	2.371132
0.023500	2.374639
0.023600	2.379102
0.023700	2.376233
0.023800	2.376870
0.023900	2.389303
0.024000	2.383884
0.024100	2.391854
0.024200	2.383884
0.024300	2.373682
0.024400	2.367944
0.024500	2.355511
0.024600	2.348816
0.024700	2.334152
0.024800	2.354236
0.024900	2.370176
0.025000	2.365394
0.025100	2.358380
0.025200	2.398229
0.025300	2.383565
0.025400	2.337659
0.025500	2.374639
0.025600	2.348498
0.025700	2.293984
0.025800	2.268480
0.025900	2.273900
0.026000	2.274537
0.026100	2.257641
0.026200	2.255091
0.026300	2.248396
0.026400	2.245527
0.026500	2.285376
0.026600	2.274219
0.026700	2.242977
0.026800	2.217792
0.026900	2.250947
0.027000	2.291752
0.027100	2.307373
0.027200	2.316937
0.027300	2.297172
0.027400	2.280913
0.027500	2.229269
0.027600	2.227037
0.027700	2.254772
